"","Position","Age","League_from","League_to","Season","Market_value","Transfer_fee","Price_diff"
"1562","Defensive Midfield",21,"Ligue 2","Ligue 1","2006",1,6,5
"1564","Goalkeeper",26,"Serie A","Serie A","2006",15,5.75,-9.25
"1565","Centre-Back",25,"Serie A","Süper Lig","2006",1.5,5.7,4.2
"1567","Central Midfield",23,"Super League","Ligue 1","2006",8,5.5,-2.5
"1568","Left-Back",28,"Serie A","Serie A","2006",7,5.5,-1.5
"1569","Second Striker",28,"Ligue 1","Ligue 1","2006",7,5.5,-1.5
"1570","Second Striker",24,"Serie A","Serie A","2006",6.5,5.5,-1
"1571","Central Midfield",26,"Serie A","Serie A","2006",6,5.5,-0.5
"1572","Attacking Midfield",23,"Super League","Süper Lig","2006",6,5.5,-0.5
"1573","Centre-Back",27,"Ligue 1","Premier League","2006",4,5.4,1.4
"1574","Central Midfield",23,"Serie B","Serie A","2006",9,5.3,-3.7
"1575","Centre-Forward",27,"Serie A","Serie A","2006",5,5.25,0.25
"1576","Centre-Forward",30,"Premier League","LaLiga","2006",10,5,-5
"1577","Centre-Forward",24,"Premier Liga","LaLiga","2006",7.5,5,-2.5
"1578","Centre-Forward",27,"Serie B","LaLiga","2006",6,5,-1
"1579","Defensive Midfield",25,"Ligue 1","Ligue 1","2006",6,5,-1
"1580","Centre-Back",34,"Serie B","LaLiga","2006",5,5,0
"1581","Attacking Midfield",17," Brazil","Premier Liga","2006",5,5,0
"1582","Centre-Forward",26,"Ligue 1","Ligue 1","2006",4.5,5,0.5
"1583","Centre-Back",28,"Liga NOS","Premier League","2006",3.6,5,1.4
"1584","Centre-Forward",25,"Superligaen","Ligue 1","2006",3.5,5,1.5
"1585","Left-Back",22,"Ligue 1","Premier League","2006",2.8,5,2.2
"1586","Centre-Forward",23,"Premier Liga","Premier Liga","2006",2.5,5,2.5
"1587","Central Midfield",18,"Eredivisie","Eredivisie","2006",1.75,5,3.25
"1590","Centre-Forward",27,"Eredivisie","Premiership","2006",8.5,4.9,-3.6
"1591","Centre-Back",21,"Bundesliga","Bundesliga","2006",10,4.7,-5.3
"1592","Centre-Forward",22,"Bundesliga","Bundesliga","2006",5,4.7,-0.3
"1593","Centre-Forward",25,"LaLiga","LaLiga","2006",6,4.64,-1.36
"1594","Centre-Back",25,"Ligue 1","Ligue 1","2006",7.5,4.5,-3
"1595","Left Midfield",26,"Ligue 1","Ligue 1","2006",6.5,4.5,-2
"1596","Centre-Back",22,"Serie A","Ligue 1","2006",6,4.5,-1.5
"1597","Attacking Midfield",22,"1.HNL","Premier League","2006",5,4.5,-0.5
"1598","Centre-Forward",25,"Allsvenskan","Eredivisie","2006",4.5,4.5,0
"1599","Left-Back",27,"Premier League","Premier League","2006",4.5,4.5,0
"1600","Defensive Midfield",29,"Serie A","LaLiga","2006",4.5,4.5,0
"1601","Attacking Midfield",26,"Torneo Final","Bundesliga","2006",4.5,4.5,0
"1602","Centre-Back",25,"Championship","Premier League","2006",4.5,4.5,0
"1603","Centre-Forward",26,"Liga NOS","Süper Lig","2006",3.5,4.5,1
"1604","Attacking Midfield",19,"Ligue 1","Serie A","2006",3.5,4.5,1
"1605","Centre-Back",22,"Championship","Premier League","2006",0.4,4.5,4.1
"1607","Centre-Forward",19,"Championship","Championship","2006",5,4.45,-0.55
"1608","Central Midfield",30,"Eredivisie","Premier League","2006",7,4.4,-2.6
"1609","Left Midfield",23,"Premier League","Premier League","2006",5.7,4.2,-1.5
"1610","Centre-Back",24,"Premier League","Premier League","2006",1.5,4.2,2.7
"1612","Centre-Forward",26,"Ligue 1","Bundesliga","2006",10,4.1,-5.9
"1613","Central Midfield",28,"Serie A","Serie A","2006",6,4.1,-1.9
"1614","Centre-Back",23,"SuperLiga","Ligue 1","2006",1,4.1,3.1
"1615","Centre-Forward",28,"Premier League","Premier League","2006",3.85,4.08,0.23
"1616","Left Winger",20,"Eredivisie","Premier League","2006",8.5,4,-4.5
"1617","Centre-Forward",27,"LaLiga","LaLiga","2006",8.28,4,-4.28
"1618","Centre-Back",26,"Premier League","Serie B","2006",7.5,4,-3.5
"1619","Centre-Forward",27,"Ligue 1","Ligue 1","2006",5,4,-1
"1620","Centre-Forward",24,"Ligue 1","Ligue 1","2006",5,4,-1
"1621","Left-Back",29,"LaLiga","LaLiga","2006",4.5,4,-0.5
"1622","Right-Back",24,"Bundesliga","LaLiga","2006",4,4,0
"1623","Central Midfield",25,"Ligue 1","Ligue 1","2006",4,4,0
"1624","Attacking Midfield",21,"Jupiler Pro League","Jupiler Pro League","2006",4,4,0
"1625","Left-Back",18,"Süper Lig","Premier Liga","2006",4,4,0
"1626","Central Midfield",24,"Jupiler Pro League","Jupiler Pro League","2006",3.75,4,0.25
"1627","Centre-Forward",24,"Liga MX Clausura","Liga MX Clausura","2006",2,4,2
"1628","Attacking Midfield",24,"LaLiga2","LaLiga","2006",0.6,4,3.4
"1631","Right-Back",24,"LaLiga","Premier League","2006",1.3,3.9,2.6
"1632","Centre-Forward",23,"2.Bundesliga","Bundesliga","2006",4,3.8,-0.2
"1633","Centre-Forward",27,"Liga NOS","Liga MX Clausura","2006",2.5,3.8,1.3
"1634","Left-Back",26,"Serie B","Serie A","2006",2.2,3.8,1.6
"1635","Centre-Back",22,"Championship","Premier League","2006",0.1,3.8,3.7
"1637","Centre-Back",24,"Championship","Premier League","2006",0.1,3.79,3.69
"1638","Central Midfield",27,"Premier League","Premier League","2006",4.5,3.75,-0.75
"1639","Attacking Midfield",30,"Serie A","Süper Lig","2006",3,3.75,0.75
"1640","Centre-Forward",29,"Premier League","Championship","2006",1.75,3.75,2
"1641","Centre-Forward",28,"Liga NOS","Premier League","2006",6,3.7,-2.3
"1642","Centre-Back",24,"Premier Liga","Premier Liga","2006",2.5,3.7,1.2
"1643","Central Midfield",24,"Torneo Final","Bundesliga","2006",4.5,3.6,-0.9
"1644","Attacking Midfield",22,"LaLiga"," Qatar","2006",1.75,3.6,1.85
"1645","Defensive Midfield",27,"Super League","Liga NOS","2006",7,3.5,-3.5
"1646","Centre-Back",28,"Premier League","Premiership","2006",6.5,3.5,-3
"1647","Centre-Back",20,"Ligue 2","Ligue 1","2006",3.75,3.5,-0.25
"1648","Central Midfield",25,"Serie B","Serie A","2006",3.7,3.5,-0.2
"1649","Second Striker",19,"Ligue 1","Ligue 1","2006",3.5,3.5,0
"1650","Attacking Midfield",26,"Serie A","Serie A","2006",3,3.5,0.5
"1651","Right-Back",26,"Liga MX Clausura","Bundesliga","2006",3,3.5,0.5
"1652","Centre-Forward",26,"Liga MX Clausura","Liga NOS","2006",2.5,3.5,1
"1653","Central Midfield",26,"LaLiga","LaLiga","2006",1.5,3.5,2
"1654","Centre-Back",22,"Eredivisie","Eredivisie","2006",0.75,3.5,2.75
"1655","Centre-Back",27,"Championship","Premier League","2006",0.3,3.5,3.2
"1659","Centre-Forward",26,"Championship","Premier League","2006",1.75,3.45,1.7
"1660","Right Winger",26,"Jupiler Pro League","Ligue 1","2006",7,3.3,-3.7
"1661","Centre-Back",25,"Serie A","Serie A","2006",6,3.3,-2.7
"1662","Centre-Forward",23,"Liga 1","Ligue 1","2006",3.3,3.3,0
"1663","Centre-Back",30,"Premier League","Championship","2006",2,3.25,1.25
"1664","Right Winger",18,"League One","Premier League","2006",0.4,3.2,2.8
"1666","Attacking Midfield",23,"Serie A","Serie A","2006",2.5,3.15,0.65
"1667","Attacking Midfield",32,"Bundesliga","Ligue 1","2006",8.5,3,-5.5
"1668","Central Midfield",26,"Premier League","Premier League","2006",8.2,3,-5.2
"1669","Centre-Back",29,"Serie B","Serie A","2006",6,3,-3
"1670","Goalkeeper",24,"Ligue 1","Premier League","2006",6,3,-3
"1671","Centre-Back",33,"Serie A","Eredivisie","2006",5.5,3,-2.5
"1672","Left-Back",30,"LaLiga","Bundesliga","2006",5.5,3,-2.5
"1673","Right-Back",25,"Premier League","Eredivisie","2006",5,3,-2
"1674","Right Winger",22,"SuperLiga","LaLiga","2006",5,3,-2
"1675","Goalkeeper",26,"Championship","Premier League","2006",5,3,-2
"1676","Attacking Midfield",22,"Serie A","Serie C","2006",5,3,-2
"1677","Centre-Forward",24,"Eredivisie","Bundesliga","2006",4.5,3,-1.5
"1678","Centre-Forward",30,"LaLiga","Premier League","2006",4,3,-1
"1679","Defensive Midfield",20,"Torneo Final","Jupiler Pro League","2006",4,3,-1
"1680","Centre-Forward",25,"Torneo Final","Serie B","2006",3.75,3,-0.75
"1681","Defensive Midfield",30,"LaLiga","Premiership","2006",3.5,3,-0.5
"1682","Centre-Forward",29,"Serie A","Serie A","2006",3.25,3,-0.25
"1683","Centre-Forward",22,"Premier League","Premier League","2006",3,3,0
"1684","Goalkeeper",26,"Serie A","Premier Liga","2006",3,3,0
"1685","Right Winger",23,"Ligue 2","Ligue 1","2006",3,3,0
"1686","Centre-Back",26,"Serie A","Serie A","2006",3,3,0
"1687","Attacking Midfield",23,"Torneo Final","Liga MX Clausura","2006",3,3,0
"1688","Central Midfield",24,"Ligue 1","Ligue 1","2006",3,3,0
"1689","Attacking Midfield",20,"LaLiga","LaLiga","2006",3,3,0
"1690","Defensive Midfield",29,"Premier League","Premier League","2006",2.5,3,0.5
"1691","Centre-Back",32,"Eredivisie","Premier League","2006",2.5,3,0.5
"1692","Centre-Back",28,"Ligue 1","Premier League","2006",2.4,3,0.6
"1693","Left-Back",23,"Ligue 2","Bundesliga","2006",2.35,3,0.65
"1694","Defensive Midfield",25,"SuperLiga","Ligue 1","2006",2,3,1
"1695","Centre-Back",32,"Premier League","LaLiga","2006",1.4,3,1.6
"1696","Second Striker",23,"MLS","Premier League","2006",1,3,2
"1697","Right Winger",21,"Torneo Final","Premier Liga","2006",1,3,2
"1698","Left Midfield",22,"Serie A","Ligue 1","2006",1,3,2
"1699","Centre-Forward",22,"Superettan","Superligaen","2006",1,3,2
"1700","Right-Back",24,"Serie A","Serie A","2006",0.8,3,2.2
"1701","Central Midfield",19,"Super League","Serie A","2006",0.8,3,2.2
"1702","Centre-Forward",24,"Torneo Final","Ligue 1","2006",0.45,3,2.55
"1703","Central Midfield",22,"Premiership","Premiership","2006",0.45,3,2.55
"1704","Right-Back",26,"Liga 1","Eredivisie","2006",0.3,3,2.7
"1705","Centre-Forward",18," England","Championship","2006",0.1,3,2.9
"1706","Left Winger",17," Chile","Serie A","2006",0.05,3,2.95
"1712","Central Midfield",28,"Serie A","Bundesliga","2006",3,2.9,-0.1
"1713","Second Striker",25,"Bundesliga","Bundesliga","2006",3,2.8,-0.2
"1714","Centre-Back",26,"Premier League","Premier League","2006",2.5,2.8,0.3
"1715","Centre-Back",22,"Ligue 2","Bundesliga","2006",4,2.78,-1.22
"1716","Attacking Midfield",31,"Süper Lig","Bundesliga","2006",10,2.75,-7.25
"1717","Centre-Back",23,"SuperLiga","Serie A","2006",3,2.7,-0.3
"1718","Centre-Back",20,"Torneo Final","Premier League","2006",3,2.7,-0.3
"1719","Left Winger",21,"Allsvenskan","Premier League","2006",1.3,2.7,1.4
"1720","Defensive Midfield",25,"J1 League","J1 League","2006",0.4,2.7,2.3
"1721","Centre-Forward",25,"Liga MX Clausura","Liga MX Clausura","2006",2,2.65,0.65
"1722","Centre-Forward",27,"SuperLiga","Bundesliga","2006",3.8,2.6,-1.2
"1723","Central Midfield",23," Moldova","Premier Liga","2006",0.325,2.6,2.275
"1724","Attacking Midfield",31,"Bundesliga","Süper Lig","2006",10,2.5,-7.5
"1725","Defensive Midfield",23,"Ligue 1","Ligue 1","2006",5,2.5,-2.5
"1726","Left Midfield",29,"Premier League","Premier League","2006",4.5,2.5,-2
"1727","Centre-Forward",26,"Eredivisie","Eredivisie","2006",4,2.5,-1.5
"1728","Centre-Forward",26,"Ligue 1","Ligue 1","2006",4,2.5,-1.5
"1729","Centre-Forward",23,"LaLiga","Premier League","2007",30,38,8
"1730","Right Winger",23,"Premier League","LaLiga","2007",22.8,35,12.2
"1731","Central Midfield",19,"Liga NOS","Premier League","2007",25,31.5,6.5
"1732","Centre-Back",24,"Liga NOS","LaLiga","2007",30,30,0
"1733","Left Winger",24,"Ligue 1","Bundesliga","2007",23,30,7
"1734","Attacking Midfield",23,"Eredivisie","LaLiga","2007",16,27,11
"1735","Left Winger",20,"Liga NOS","Premier League","2007",25,25.5,0.5
"1736","Defensive Midfield",26,"Bundesliga","Premier League","2007",25,25,0
"1737","Centre-Forward",23,"Championship","Premier League","2007",7.5,24.75,17.25
"1738","Centre-Forward",29,"Premier League","LaLiga","2007",45,24,-21
"1739","Centre-Forward",17,"Serie A","Serie A","2007",4,24,20
"1740","Second Striker",28,"LaLiga","LaLiga","2007",9,21,12
"1741","Left Winger",27,"Liga NOS","LaLiga","2007",15,20,5
"1742","Centre-Back",26,"LaLiga","LaLiga","2007",14,20,6
"1743","Second Striker",23,"Serie B","Serie A","2007",9,19.5,10.5
"1744","Central Midfield",27,"Ligue 1","Premier League","2007",21,19,-2
"1745","Centre-Forward",28,"Premier League","Premier League","2007",20,18,-2
"1746","Central Midfield",19,"Torneo Final","LaLiga","2007",15,18,3
"1747","Central Midfield",21,"Liga NOS","LaLiga","2007",8.5,18,9.5
"1748","Left Winger",20,"Eredivisie","Premier League","2007",8,17.25,9.25
"1749","Centre-Forward",26,"Eredivisie","Premier League","2007",13,17,4
"1750","Right Winger",25,"Ligue 1","Ligue 1","2007",18,16.8,-1.2
"1751","Centre-Forward",24,"Premier League","Premier League","2007",12,16.5,4.5
"1752","Centre-Back",26,"Serie A","Serie A","2007",15,16,1
"1753","Centre-Forward",29,"Bundesliga","Bundesliga","2007",23,15,-8
"1754","Left-Back",27,"Ligue 1","LaLiga","2007",13.5,15,1.5
"1755","Second Striker",20,"Torneo Final"," Qatar","2007",7.5,15,7.5
"1756","Right Winger",23,"Super League","Premier Liga","2007",3,15,12
"1757","Right Winger",17,"Championship","Premier League","2007",7.5,14.7,7.2
"1758","Defensive Midfield",27,"Premier Liga","LaLiga","2007",14,14.5,0.5
"1759","Left Midfield",20,"Eredivisie","LaLiga","2007",13,14,1
"1760","Right Winger",19,"Serie A","Premier Liga","2007",11,14,3
"1761","Centre-Forward",26,"LaLiga","LaLiga","2007",10,14,4
"1762","Left-Back",21,"2.Bundesliga","Bundesliga","2007",10,14,4
"1763","Centre-Forward",24,"1.HNL","Premier League","2007",7.65,13.5,5.85
"1764","Central Midfield",26,"Ligue 1","Serie A","2007",15,13,-2
"1765","Centre-Forward",27,"Serie A","Serie A","2007",13,13,0
"1766","Attacking Midfield",20,"LaLiga","LaLiga","2007",12,13,1
"1767","Centre-Forward",24,"Serie A","Premier League","2007",8.5,13,4.5
"1768","Right-Back",23,"Premiership","Premier League","2007",8,13,5
"1769","Centre-Back",21,"1.HNL","Premier League","2007",4.1,13,8.9
"1770","Defensive Midfield",23,"Premier League","Premier League","2007",4.3,12.5,8.2
"1771","Right Winger",23,"Premier League","LaLiga","2007",16.7,12,-4.7
"1772","Attacking Midfield",29,"LaLiga","Torneo Final","2007",16,12,-4
"1773","Centre-Back",29,"Premier League","LaLiga","2007",13,12,-1
"1774","Centre-Back",18,"Serie A","Bundesliga","2007",12,12,0
"1775","Centre-Back",23,"Premier Liga","Premier League","2007",12,12,0
"1776","Right Midfield",28,"Premier League","Premier League","2007",9.2,12,2.8
"1777","Centre-Forward",23,"Eredivisie","LaLiga","2007",8.5,12,3.5
"1778","Attacking Midfield",26,"Premier Liga","Premier League","2007",7.75,12,4.25
"1779","Centre-Back",21,"Ligue 1","Premier League","2007",7.5,12,4.5
"1780","Centre-Forward",23,"LaLiga","LaLiga","2007",6,12,6
"1781","Centre-Forward",24,"Torneo Final","Liga NOS","2007",9,11.67,2.67
"1782","Centre-Forward",27,"Serie A","Serie A","2007",12,11.3,-0.699999999999999
"1783","Left Winger",28,"Premier League","Premier League","2007",12,11.25,-0.75
"1784","Centre-Forward",30,"Serie A","Bundesliga","2007",28.5,11,-17.5
"1785","Defensive Midfield",23,"Premier League","Serie A","2007",9,11,2
"1786","Goalkeeper",24,"Premiership","Premier League","2007",1.75,10.82,9.07
"1787","Centre-Back",28,"Premier League","Premier League","2007",7.5,10.8,3.3
"1788","Central Midfield",22,"Serie A","Premier League","2007",7,10.51,3.51
"1789","Centre-Back",29,"LaLiga","Serie A","2007",12.5,10,-2.5
"1790","Centre-Back",23,"Premier Liga","Premier League","2007",8.5,10,1.5
"1791","Centre-Forward",20,"Premier League","LaLiga","2007",6.5,10,3.5
"1792","Right Winger",26,"Ligue 1","Premier Liga","2007",6,10,4
"1793","Defensive Midfield",20,"Serie A","Premier League","2007",6,10,4
"1794","Left Winger",25,"Ligue 1","Premier League","2007",5.5,10,4.5
"1796","Central Midfield",26,"Premier League","Premier League","2007",12,9.7,-2.3
"1797","Centre-Back",27,"LaLiga","Premier League","2007",11,9.6,-1.4
"1798","Centre-Forward",25,"Premier League","Premier League","2007",11.5,9.3,-2.2
"1799","Defensive Midfield",24,"Ligue 1","Premier League","2007",10.5,9.15,-1.35
"1800","Right-Back",27,"LaLiga","Serie A","2007",15,9,-6
"1801","Centre-Forward",25,"Premier League","Ligue 1","2007",13.5,9,-4.5
"1802","Central Midfield",26,"Serie A","Serie A","2007",11,9,-2
"1803","Central Midfield",24,"Ligue 1","LaLiga","2007",11,9,-2
"1804","Attacking Midfield",22,"Torneo Final","Bundesliga","2007",10,9,-1
"1805","Right-Back",24,"Ligue 1","Premier League","2007",6,9,3
"1806","Central Midfield",26,"Premier League","Premier League","2007",5.4,9,3.6
"1807","Right Winger",26,"Championship","Premier League","2007",3,9,6
"1808","Centre-Forward",22,"Championship","Premier League","2007",2.5,9,6.5
"1809","Centre-Forward",22,"Championship","Premier League","2007",1.6,9,7.4
"1810","Centre-Forward",24,"Premier League","Premier League","2007",5.9,8.8,2.9
"1811","Left-Back",29,"Serie A","Ligue 1","2007",8.5,8.7,0.199999999999999
"1812","Left Winger",28,"Süper Lig","Premier Liga","2007",7.5,8.7,1.2
"1813","Left-Back",21,"LaLiga","Premier League","2007",0.8,8.7,7.9
"1814","Central Midfield",24,"Premier League","Premier League","2007",7.4,8.6,1.2
"1815","Left-Back",22,"Premier League","Premier League","2007",5,8.2,3.2
"1816","Centre-Forward",21,"Serie A","Premier League","2007",9.75,8,-1.75
"1817","Centre-Forward",25,"LaLiga","Premier Liga","2007",8,8,0
"1818","Defensive Midfield",23,"Ligue 1","LaLiga","2007",7.5,8,0.5
"1819","Attacking Midfield",24,"Ligue 1","Ligue 1","2007",5.5,8,2.5
"1820","Right Winger",23,"LaLiga","Serie A","2007",5,8,3
"1821","Left Winger",29,"Premier League","Eredivisie","2007",4.8,8,3.2
"1825","Centre-Forward",31,"Serie A","Premier Liga","2007",11.5,7.91,-3.59
"1826","Central Midfield",20,"Bundesliga","Premier League","2007",4,7.9,3.9
"1827","Attacking Midfield",22,"Serie A","Bundesliga","2007",7.5,7.8,0.3
"1828","Left-Back",22,"Premier League","Premier League","2007",7.5,7.5,0
"1829","Centre-Forward",23,"Jupiler Pro League","LaLiga","2007",5.5,7.5,2
"1830","Centre-Forward",28,"Ligue 1","Bundesliga","2007",4.5,7.5,3
"1831","Central Midfield",24,"Premier League","Premier League","2007",3.75,7.5,3.75
"1832","Second Striker",24,"Premier League","Premier League","2007",3,7.5,4.5
"1833","Centre-Back",24,"Torneo Final","Serie A","2007",2.5,7.5,5
"1834","Centre-Forward",23,"Championship","Premier League","2007",1.25,7.5,6.25
"1835","Left-Back",20,"Serie A","Serie A","2007",1,7.5,6.5
"1836","Centre-Forward",20,"Eredivisie","Eredivisie","2007",1,7.5,6.5
"1837","Attacking Midfield",24,"Torneo Final","Super League","2007",8.5,7.4,-1.1
"1838","Defensive Midfield",25,"Ligue 1","Ligue 1","2007",6.5,7.4,0.9
"1839","Centre-Forward",24,"Serie A","Serie A","2007",10.5,7.3,-3.2
"1840","Right Winger",27,"Premier League","Premier League","2007",4.5,7.3,2.8
"1841","Left Winger",28,"LaLiga","Premier League","2007",10,7,-3
"1842","Defensive Midfield",22,"Premier League","Premier League","2007",7,7,0
"1843","Centre-Forward",21,"Premier Liga","Bundesliga","2007",5,7,2
"1844","Centre-Forward",19,"Super League","Premier League","2007",5,7,2
"1845","Centre-Forward",26,"Serie A","Serie B","2007",4.4,7,2.6
"1846","Left Winger",29,"Ligue 1"," Qatar","2007",3.5,7,3.5
"1847","Goalkeeper",25,"LaLiga","LaLiga","2007",2.75,7,4.25
"1848","Central Midfield",20,"Liga MX Clausura","LaLiga","2007",0.6,7,6.4
"1850","Centre-Forward",28,"Eredivisie","Eredivisie","2007",5.5,6.9,1.4
"1851","Attacking Midfield",27,"Championship","Premier League","2007",2,6.9,4.9
"1852","Centre-Back",24,"Ligue 1","Ligue 1","2007",10,6.8,-3.2
"1853","Centre-Forward",25,"Torneo Final","LaLiga","2007",6,6.8,0.8
"1854","Central Midfield",22,"Premiership","Premiership","2007",6.6,6.6,0
"1855","Second Striker",25,"2.Bundesliga","Bundesliga","2007",5,6.5,1.5
"1856","Right Midfield",24,"Serie B","Serie A","2007",2,6.5,4.5
"1857","Centre-Back",28,"Bundesliga","Serie A","2007",12,6.3,-5.7
"1858","Right Winger",26,"Liga MX Clausura","Ligue 1","2007",3,6.3,3.3
"1859","Centre-Back",21,"LaLiga","LaLiga","2007",10,6,-4
"1860","Right Winger",27,"Serie B","Serie A","2007",9,6,-3
"1861","Centre-Forward",28,"Ligue 1","Ligue 1","2007",8,6,-2
"1862","Central Midfield",19,"Premier League","Premier League","2007",6,6,0
"1863","Goalkeeper",21,"Torneo Final","LaLiga","2007",6,6,0
"1864","Centre-Forward",28,"LaLiga","Serie A","2007",5.75,6,0.25
"1865","Centre-Forward",29,"Premier League","Championship","2007",5.7,6,0.3
"1866","Left Midfield",25,"Championship","Premier League","2007",4.75,6,1.25
"1867","Attacking Midfield",23,"Ligue 1","Ligue 1","2007",4.5,6,1.5
"1868","Centre-Back",28,"Ligue 1","Ligue 1","2007",4.5,6,1.5
