"","Name","Position","Age","Team_from","League_from","Team_to","League_to","Season","Market_value","Transfer_fee","Price_diff","League_type_from","League_type_to"
"1239","Patrick Vieira","Defensive Midfield",29,"Arsenal","Premier League","Juventus","Serie A","2005",35,20,-15,"Big5","Big5"
"1240","Júlio Baptista","Attacking Midfield",23,"Sevilla FC","LaLiga","Real Madrid","LaLiga","2005",25,20,-5,"Big5","Big5"
"1241","Albert Luque","Left Winger",27,"Dep. La Coru?a","LaLiga","Newcastle","Premier League","2005",20,20,0,"Big5","Big5"
"1242","Maniche","Central Midfield",27,"FC Porto","Liga NOS","Dinamo Moscow","Russian Premier Liga","2005",18,16,-2,"Europe","Europe"
"1243","Wálter Samuel","Centre-Back",27,"Real Madrid","LaLiga","Inter","Serie A","2005",17,16,-1,"Big5","Big5"
"1244","Fred","Centre-Forward",21,"Cruzeiro","Serie A","Olympique Lyon","Ligue 1","2005",7.5,15.6,8.1,"Big5","Big5"
"1245","Jermaine Jenas","Central Midfield",22,"Newcastle","Premier League","Spurs","Premier League","2005",9,15,6,"Big5","Big5"
"1246","Aleksandr Hleb","Attacking Midfield",24,"VfB Stuttgart","Bundesliga","Arsenal","Premier League","2005",8.5,15,6.5,"Big5","Big5"
"1247","Asier del Horno","Left-Back",24,"Athletic Bilbao","LaLiga","Chelsea","Premier League","2005",12,12,0,"Big5","Big5"
"1248","David Pizarro","Central Midfield",25,"Udinese Calcio","Serie A","Inter","Serie A","2005",12,12,0,"Big5","Big5"
"1249","David Villa","Centre-Forward",23,"Real Zaragoza","LaLiga","Valencia CF","LaLiga","2005",12,12,0,"Big5","Big5"
"1250","Mohamed Sissoko","Defensive Midfield",20,"Valencia CF","LaLiga","Liverpool","Premier League","2005",4,12,8,"Big5","Big5"
"1251","Javier Mascherano","Defensive Midfield",21,"River Plate","Primera División","Corinthians","Serie A","2005",11.8,11.8,0,"Americas","Big5"
"1252","Dean Ashton","Centre-Forward",22,"Norwich","Championship","West Ham","Premier League","2005",6.5,10.89,4.39,"Big5 B","Big5"
"1253","Peter Crouch","Centre-Forward",24,"Southampton","Championship","Liverpool","Premier League","2005",10.5,10.5,0,"Big5 B","Big5"
"1254","Nemanja Vidic<U+200E>","Centre-Back",24,"Spartak Moscow","Russian Premier Liga","Man Utd","Premier League","2005",8.5,10.5,2,"Europe","Big5"
"1255","Theo Walcott","Right Winger",16,"Southampton","Championship","Arsenal","Premier League","2005",2.5,10.5,8,"Big5 B","Big5"
"1256","Lucho González","Central Midfield",24,"River Plate","Primera División","FC Porto","Liga NOS","2005",6,10.25,4.25,"Americas","Europe"
"1257","Tiago","Central Midfield",24,"Chelsea","Premier League","Olympique Lyon","Ligue 1","2005",10,10.1,0.0999999999999996,"Big5","Big5"
"1258","Luca Toni","Centre-Forward",28,"US Palermo","Serie A","Fiorentina","Serie A","2005",15,10,-5,"Big5","Big5"
"1259","Luís Fabiano","Centre-Forward",24,"FC Porto","Liga NOS","Sevilla FC","LaLiga","2005",10,10,0,"Europe","Big5"
"1260","Georgios Seitaridis","Right-Back",24,"FC Porto","Liga NOS","Dinamo Moscow","Russian Premier Liga","2005",8,10,2,"Europe","Europe"
"1261","Emmanuel Adebayor","Centre-Forward",21,"Monaco","Ligue 1","Arsenal","Premier League","2005",7.5,10,2.5,"Big5","Big5"
"1262","Martin Petrov","Left Winger",26,"VfL Wolfsburg","Bundesliga","Atlético Madrid","LaLiga","2005",7,10,3,"Big5","Big5"
"1263","Pepe Reina","Goalkeeper",22,"Villarreal CF","LaLiga","Liverpool","Premier League","2005",4.5,9.8,5.3,"Big5","Big5"
"1264","Yakubu Aiyegbeni","Centre-Forward",22,"Portsmouth","Premier League","Middlesbrough","Premier League","2005",9.5,9.75,0.25,"Big5","Big5"
"1265","Mateja Kezman","Centre-Forward",26,"Chelsea","Premier League","Atlético Madrid","LaLiga","2005",13.5,9,-4.5,"Big5","Big5"
"1266","Andy van der Meyde","Right Winger",25,"Inter","Serie A","Everton","Premier League","2005",12.5,9,-3.5,"Big5","Big5"
"1267","Scott Parker","Central Midfield",24,"Chelsea","Premier League","Newcastle","Premier League","2005",11,9,-2,"Big5","Big5"
"1268","Klaas-Jan Huntelaar","Centre-Forward",22,"Heerenveen","Eredivisie","AFC Ajax","Eredivisie","2005",4.75,9,4.25,"Europe","Europe"
"1269","Milan Baros","Centre-Forward",23,"Liverpool","Premier League","Aston Villa","Premier League","2005",17.5,8.84,-8.66,"Big5","Big5"
"1270","Daniel Agger","Centre-Back",21,"Br?ndby IF","Superligaen","Liverpool","Premier League","2005",0.4,8.76,8.36,"Europe","Big5"
"1271","Marek Jankulovski","Left-Back",28,"Udinese Calcio","Serie A","AC Milan","Serie A","2005",20,8.5,-11.5,"Big5","Big5"
"1272","Valérien Isma?l","Centre-Back",29,"Werder Bremen","Bundesliga","Bayern Munich ","Bundesliga","2005",8.5,8.5,0,"Big5","Big5"
"1273","Bonaventure Kalou","Right Winger",27,"AJ Auxerre","Ligue 1","Paris SG","Ligue 1","2005",7.5,8.5,1,"Big5","Big5"
"1274","Georgios Samaras","Left Winger",20,"Heerenveen","Eredivisie","Man City","Premier League","2005",3,8.5,5.5,"Europe","Big5"
"1275","Miguel","Right-Back",25,"Benfica","Liga NOS","Valencia CF","LaLiga","2005",15,8,-7,"Europe","Big5"
"1276","Andrea Caracciolo","Centre-Forward",23,"Brescia","Serie B","US Palermo","Serie A","2005",8,8,0,"Big5 B","Big5"
"1277","Patrice Evra","Left-Back",24,"Monaco","Ligue 1","Man Utd","Premier League","2005",6.5,8,1.5,"Big5","Big5"
"1278","Stephen Appiah","Central Midfield",24,"Juventus","Serie A","Fenerbahce","Süper Lig","2005",6,8,2,"Big5","Europe"
"1279","Fernandinho","Defensive Midfield",20,"Atlético-PR","Serie A","Shakhtar D.","Ukranian Premier Liga","2005",0.5,7.8,7.3,"Big5","Europe"
"1280","Giorgio Chiellini","Centre-Back",20,"Fiorentina","Serie A","Juventus","Serie A","2005",9,7.7,-1.3,"Big5","Big5"
"1281","John Carew","Centre-Forward",25,"Besiktas","Süper Lig","Olympique Lyon","Ligue 1","2005",7,7.6,0.6,"Europe","Big5"
"1282","Jon Dahl Tomasson","Centre-Forward",28,"AC Milan","Serie A","VfB Stuttgart","Bundesliga","2005",15,7.5,-7.5,"Big5","Big5"
"1283","Craig Bellamy","Left Winger",26,"Newcastle","Premier League","Blackburn","Premier League","2005",9,7.5,-1.5,"Big5","Big5"
"1284","Beno?t Pedretti","Defensive Midfield",24,"Marseille","Ligue 1","Olympique Lyon","Ligue 1","2005",9,7.5,-1.5,"Big5","Big5"
"1285","Domenico Morfeo","Attacking Midfield",29,"Inter","Serie A","Parma","Serie A","2005",6,7.5,1.5,"Big5","Big5"
"1286","Stephen Makinwa","Centre-Forward",22,"Atalanta","Serie B","US Palermo","Serie A","2005",5,7.5,2.5,"Big5 B","Big5"
"1287","Ji-seong Park","Attacking Midfield",24,"PSV Eindhoven","Eredivisie","Man Utd","Premier League","2005",5,7.3,2.3,"Europe","Big5"
"1288","Mamadou Niang","Centre-Forward",25,"R. Strasbourg","Ligue 1","Marseille","Ligue 1","2005",5,7,2,"Big5","Big5"
"1289","Kevin Kuranyi","Centre-Forward",23,"VfB Stuttgart","Bundesliga","FC Schalke 04","Bundesliga","2005",8,6.9,-1.1,"Big5","Big5"
"1290","Per Kr?ldrup","Centre-Back",25,"Udinese Calcio","Serie A","Everton","Premier League","2005",7,6.8,-0.2,"Big5","Big5"
"1291","Frédéric Kanouté","Centre-Forward",27,"Spurs","Premier League","Sevilla FC","LaLiga","2005",7.5,6.5,-1,"Big5","Big5"
"1292","Henri Camara","Centre-Forward",28,"Wolves","Championship","Wigan","Premier League","2005",3.5,6.45,2.95,"Big5 B","Big5"
"1293","Jan Kromkamp","Right-Back",24,"AZ Alkmaar","Eredivisie","Villarreal CF","LaLiga","2005",8,6,-2,"Europe","Big5"
"1294","John Utaka","Left Winger",23,"Lens","Ligue 1","Stade Rennais","Ligue 1","2005",7,6,-1,"Big5","Big5"
"1295","Camel Meriem","Attacking Midfield",25,"G. Bordeaux","Ligue 1","Monaco","Ligue 1","2005",6,6,0,"Big5","Big5"
"1296","Benjani","Centre-Forward",27,"AJ Auxerre","Ligue 1","Portsmouth","Premier League","2005",4,6,2,"Big5","Big5"
"1297","Joseph Enakarhire","Centre-Back",22,"Sporting CP","Liga NOS","Dinamo Moscow","Russian Premier Liga","2005",2.25,6,3.75,"Europe","Europe"
"1298","Manuel Pasqual","Left-Back",23,"Arezzo","Serie B","Fiorentina","Serie A","2005",1.7,6,4.3,"Big5 B","Big5"
"1299","Valon Behrami","Defensive Midfield",20,"Genoa","Serie C","Lazio","Serie A","2005",0.5,6,5.5,"Big5 B","Big5"
"1302","Antonio Cassano","Second Striker",23,"AS Roma","Serie A","Real Madrid","LaLiga","2005",24,5.5,-18.5,"Big5","Big5"
"1303","Riccardo Montolivo","Defensive Midfield",20,"Atalanta","Serie B","Fiorentina","Serie A","2005",5,5.5,0.5,"Big5 B","Big5"
"1304","Markus Rosenberg","Centre-Forward",22,"Malm? FF","Allsvenskan","AFC Ajax","Eredivisie","2005",5.5,5.3,-0.2,"Europe","Europe"
"1305","Phil Neville","Right-Back",28,"Man Utd","Premier League","Everton","Premier League","2005",5,5.3,0.3,"Big5","Big5"
"1306","Simon Davies","Right Midfield",25,"Spurs","Premier League","Everton","Premier League","2005",5.5,5.25,-0.25,"Big5","Big5"
"1308","Rafael van der Vaart","Attacking Midfield",22,"AFC Ajax","Eredivisie","Hamburger SV","Bundesliga","2005",8,5.1,-2.9,"Europe","Big5"
"1309","Emre Bel?zoglu","Central Midfield",24,"Inter","Serie A","Newcastle","Premier League","2005",12,5,-7,"Big5","Big5"
"1310","Torsten Frings","Defensive Midfield",28,"Bayern Munich ","Bundesliga","Werder Bremen","Bundesliga","2005",9,5,-4,"Big5","Big5"
"1311","Maxi Rodríguez","Left Winger",24,"Espanyol","LaLiga","Atlético Madrid","LaLiga","2005",7,5,-2,"Big5","Big5"
"1312","Timmy Simons","Defensive Midfield",28,"Club Brugge","Jupiler Pro League","PSV Eindhoven","Eredivisie","2005",5,5,0,"Europe","Europe"
"1313","Sylvain Monsoreau","Centre-Back",24,"FC Sochaux","Ligue 1","Olympique Lyon","Ligue 1","2005",5,5,0,"Big5","Big5"
"1314","J?","Centre-Forward",18,"Corinthians","Serie A","CSKA Moscow","Russian Premier Liga","2005",5,5,0,"Big5","Europe"
"1315","Rafinha","Right-Back",19,"Coritiba FC","Serie A","FC Schalke 04","Bundesliga","2005",4.5,5,0.5,"Big5","Big5"
"1316","Jérémy Mathieu","Centre-Back",21,"FC Sochaux","Ligue 1","Toulouse","Ligue 1","2005",3.5,5,1.5,"Big5","Big5"
"1317","Carlos Diogo","Right-Back",21,"River Plate","Primera División","Real Madrid","LaLiga","2005",2.5,5,2.5,"Americas","Big5"
"1318","Thomas Kahlenberg","Central Midfield",22,"Br?ndby IF","Superligaen","AJ Auxerre","Ligue 1","2005",1.5,5,3.5,"Europe","Big5"
"1319","Barreto","Second Striker",19,"Treviso","Serie A","Udinese Calcio","Serie A","2005",1,5,4,"Big5","Big5"
"1320","Michele Canini","Centre-Back",20,"Atalanta","Serie B","Cagliari Calcio","Serie A","2005",0.25,5,4.75,"Big5 B","Big5"
"1321","El-Hadji Diouf","Centre-Forward",24,"Liverpool","Premier League","Bolton","Premier League","2005",6.5,4.8,-1.7,"Big5","Big5"
"1322","Wilfred Bouma","Left-Back",27,"PSV Eindhoven","Eredivisie","Aston Villa","Premier League","2005",5,4.7,-0.3,"Europe","Big5"
"1323","Tom Huddlestone","Defensive Midfield",18,"Derby","Championship","Spurs","Premier League","2005",4.7,4.7,0,"Big5 B","Big5"
"1324","Mikael Forssell","Centre-Forward",24,"Chelsea","Premier League","Birmingham","Premier League","2005",7,4.5,-2.5,"Big5","Big5"
"1325","Mozart","Defensive Midfield",25,"Reggina","Serie A","Spartak Moscow","Russian Premier Liga","2005",5,4.5,-0.5,"Big5","Europe"
"1326","Igor Semshov","Central Midfield",27,"Torpedo Moscow","Russian Premier Liga","Dinamo Moscow","Russian Premier Liga","2005",4,4.5,0.5,"Europe","Europe"
"1327","Martin Stranzl","Centre-Back",25,"VfB Stuttgart","Bundesliga","Spartak Moscow","Russian Premier Liga","2005",3.5,4.5,1,"Big5","Europe"
"1328","Darren Bent","Centre-Forward",21,"Ipswich","Championship","Charlton","Premier League","2005",3.5,4.5,1,"Big5 B","Big5"
"1329","Nathan Ellington","Centre-Forward",24,"Wigan","Premier League","West Brom","Premier League","2005",2.25,4.5,2.25,"Big5","Big5"
"1330","Lima","Centre-Forward",23,"Atlético-PR","Serie A","Ittihad"," Saudi Arabia","2005",0.2,4.5,4.3,"Big5","Asia Africa"
"1333","Shunsuke Nakamura","Attacking Midfield",27,"Reggina","Serie A","Celtic","Premiership","2005",2.5,4.2,1.7,"Big5","Europe"
"1335","Emiliano Bonazzoli","Centre-Forward",26,"Reggina","Serie A","Parma","Serie A","2005",4,4.15,0.15,"Big5","Big5"
"1336","Robert Earnshaw","Centre-Forward",24,"West Brom","Premier League","Norwich","Championship","2005",5.3,4.13,-1.17,"Big5","Big5 B"
"1337","Costinha","Defensive Midfield",30,"FC Porto","Liga NOS","Dinamo Moscow","Russian Premier Liga","2005",15,4,-11,"Europe","Europe"
"1338","Per Kr?ldrup","Centre-Back",26,"Everton","Premier League","Fiorentina","Serie A","2005",7.25,4,-3.25,"Big5","Big5"
"1339","Cicinho","Right-Back",25,"S?o Paulo","Serie A","Real Madrid","LaLiga","2005",5,4,-1,"Big5","Big5"
"1340","Edwin van der Sar","Goalkeeper",34,"Fulham","Premier League","Man Utd","Premier League","2005",4.75,4,-0.75,"Big5","Big5"
"1341","Pablo García","Defensive Midfield",28,"CA Osasuna","LaLiga","Real Madrid","LaLiga","2005",4.25,4,-0.25,"Big5","Big5"
"1342","Simon Vukcevic","Right Winger",19,"Partizan","SuperLiga","Saturn","Russian Premier Liga","2005",4,4,0,"Europe","Europe"
"1343","Reinaldo","Centre-Forward",26,"Paris SG","Ligue 1","Kashiwa Reysol","J1 League","2005",4,4,0,"Big5","Asia Africa"
"1344","Andreas Ivanschitz","Attacking Midfield",22,"Rapid Vienna","Bundesliga","RB Salzburg","Bundesliga","2005",3.8,4,0.2,"Big5","Big5"
"1345","Vladimir Bystrov","Right Midfield",21,"Zenit S-Pb","Russian Premier Liga","Spartak Moscow","Russian Premier Liga","2005",3.3,4,0.7,"Europe","Europe"
"1346","Eduardo Costa","Defensive Midfield",22,"Marseille","Ligue 1","Espanyol","LaLiga","2005",3,4,1,"Big5","Big5"
"1347","Lorik Cana","Centre-Back",22,"Paris SG","Ligue 1","Marseille","Ligue 1","2005",2.8,4,1.2,"Big5","Big5"
"1348","Mike Hanke","Centre-Forward",21,"FC Schalke 04","Bundesliga","VfL Wolfsburg","Bundesliga","2005",1.75,4,2.25,"Big5","Big5"
"1349","Alex Song","Defensive Midfield",17,"SC Bastia","Ligue 2","Arsenal","Premier League","2005",1.25,4,2.75,"Big5 B","Big5"
"1350","Aleksandr Samedov","Right Winger",20,"Spartak Moscow","Russian Premier Liga","Loko Moscow","Russian Premier Liga","2005",0.15,4,3.85,"Europe","Europe"
"1351","Patrick Müller","Centre-Back",29,"FC Basel","Swiss Super League","Olympique Lyon","Ligue 1","2005",3,3.8,0.8,"Europe","Big5"
"1352","Yossi Benayoun","Right Winger",25,"Racing","LaLiga","West Ham","Premier League","2005",4,3.75,-0.25,"Big5","Big5"
"1353","Tolga Seyhan","Centre-Back",28,"Trabzonspor","Süper Lig","Shakhtar D.","Ukranian Premier Liga","2005",3.5,3.75,0.25,"Europe","Europe"
"1354","Paul Scharner","Centre-Back",25,"SK Brann","Eliteserien","Wigan","Premier League","2005",3,3.67,0.67,"Europe","Big5"
"1355","Darius Vassell","Centre-Forward",25,"Aston Villa","Premier League","Man City","Premier League","2005",5.75,3.6,-2.15,"Big5","Big5"
"1356","Elvis Abbruscato","Centre-Forward",25,"Arezzo","Serie B","Torino","Serie B","2005",0.7,3.6,2.9,"Big5 B","Big5 B"
"1357","Ewerthon","Centre-Forward",24,"Bor. Dortmund","Bundesliga","Real Zaragoza","LaLiga","2005",12,3.5,-8.5,"Big5","Big5"
"1358","Aílton","Centre-Forward",32,"FC Schalke 04","Bundesliga","Besiktas","Süper Lig","2005",8,3.5,-4.5,"Big5","Europe"
"1359","Deivid","Centre-Forward",25,"Santos FC","Serie A","Sporting CP","Liga NOS","2005",3.5,3.5,0,"Big5","Europe"
"1360","Grzegorz Rasiak","Centre-Forward",26,"Derby","Championship","Spurs","Premier League","2005",3.5,3.5,0,"Big5 B","Big5"
"1361","Thiago Silva","Centre-Back",20,"FC Porto","Liga NOS","Dinamo Moscow","Russian Premier Liga","2005",3.5,3.5,0,"Europe","Europe"
"1362","Alberto Rivera","Central Midfield",27,"Levante UD","LaLiga2","Real Betis","LaLiga","2005",0.8,3.5,2.7,"Big5 B","Big5"
"1366","Bryan Bergougnoux","Attacking Midfield",22,"Olympique Lyon","Ligue 1","Toulouse","Ligue 1","2005",2.5,3.4,0.9,"Big5","Big5"
"1368","Tomas Jun","Second Striker",22,"Sparta Praha","HET Liga","Trabzonspor","Süper Lig","2005",4,3.25,-0.75,"Europe","Europe"
"1369","Danny Murphy","Central Midfield",28,"Charlton","Premier League","Spurs","Premier League","2005",5.3,3.21,-2.09,"Big5","Big5"
"1370","Vikash Dhorasoo","Central Midfield",31,"AC Milan","Serie A","Paris SG","Ligue 1","2005",4,3.2,-0.8,"Big5","Big5"
"1372","Maciej Zurawski","Centre-Forward",28,"Wisla Kraków","Ekstraklasa","Celtic","Premiership","2005",5,3.1,-1.9,"Europe","Europe"
"1373","Clinton Morrison","Centre-Forward",26,"Birmingham","Premier League","Crystal Palace","Championship","2005",7,3,-4,"Big5","Big5 B"
"1374","Jesper Gr?nkjaer","Left Winger",27,"Atlético Madrid","LaLiga","VfB Stuttgart","Bundesliga","2005",6.5,3,-3.5,"Big5","Big5"
"1375","Santos","Centre-Forward",26,"FC Sochaux","Ligue 1","Toulouse","Ligue 1","2005",6.5,3,-3.5,"Big5","Big5"
"1376","Aruna Dindane","Second Striker",24,"RSC Anderlecht","Jupiler Pro League","Lens","Ligue 1","2005",5,3,-2,"Europe","Big5"
"1377","Albert Riera","Left Winger",23,"G. Bordeaux","Ligue 1","Espanyol","LaLiga","2005",4.75,3,-1.75,"Big5","Big5"
"1378","Alou Diarra","Defensive Midfield",23,"Liverpool","Premier League","Lens","Ligue 1","2005",4,3,-1,"Big5","Big5"
"1379","Frédéric Piquionne","Centre-Forward",26,"Stade Rennais","Ligue 1","Saint-étienne","Ligue 1","2005",4,3,-1,"Big5","Big5"
"1380","Pascal Feindouno","Right Winger",24,"G. Bordeaux","Ligue 1","Saint-étienne","Ligue 1","2005",4,3,-1,"Big5","Big5"
"1381","Fabrice Pancrate","Right Winger",25,"Le Mans","Ligue 1","Paris SG","Ligue 1","2005",4,3,-1,"Big5","Big5"
"1382","Grzegorz Rasiak","Centre-Forward",26,"Spurs","Premier League","Southampton","Championship","2005",3.5,3,-0.5,"Big5","Big5 B"
"1383","Andrew O'Brien","Centre-Back",26,"Newcastle","Premier League","Portsmouth","Premier League","2005",3.5,3,-0.5,"Big5","Big5"
"1384","Abou Diaby","Central Midfield",19,"AJ Auxerre","Ligue 1","Arsenal","Premier League","2005",3,3,0,"Big5","Big5"
"1385","Mohamed Zidan","Second Striker",23,"FC Midtjylland","Superligaen","Werder Bremen","Bundesliga","2005",3,3,0,"Europe","Big5"
"1386","Erik Edman","Left-Back",26,"Spurs","Premier League","Stade Rennais","Ligue 1","2005",3,3,0,"Big5","Big5"
"1387","David Rozehnal","Centre-Back",25,"Club Brugge","Jupiler Pro League","Paris SG","Ligue 1","2005",2.5,3,0.5,"Europe","Big5"
"1388","Sergey Semak","Central Midfield",29,"Paris SG","Ligue 1","FK Moskau","Russian Premier Liga","2005",2.5,3,0.5,"Big5","Europe"
"1389","Hossam Ghaly","Central Midfield",24,"Feyenoord","Eredivisie","Spurs","Premier League","2005",2.5,3,0.5,"Europe","Big5"
"1390","Moumouni Dagano","Centre-Forward",24,"Guingamp","Ligue 2","FC Sochaux","Ligue 1","2005",2.5,3,0.5,"Big5 B","Big5"
"1391","Luis García","Central Midfield",24,"RCD Mallorca","LaLiga","Espanyol","LaLiga","2005",2.5,3,0.5,"Big5","Big5"
"1392","Marcus Bent","Centre-Forward",27,"Everton","Premier League","Charlton","Premier League","2005",2.25,3,0.75,"Big5","Big5"
"1393","Wayne Routledge","Left Winger",20,"Crystal Palace","Championship","Spurs","Premier League","2005",2.25,3,0.75,"Big5 B","Big5"
"1394","Emir Spahic","Centre-Back",25,"Torpedo Moscow","Russian Premier Liga","Loko Moscow","Russian Premier Liga","2005",2,3,1,"Europe","Europe"
"1395","David Connolly","Centre-Forward",28,"Leicester","Championship","Wigan","Premier League","2005",2,3,1,"Big5 B","Big5"
"1396","Leonardo Pisculichi","Attacking Midfield",21,"Argentinos","Primera División","RCD Mallorca","LaLiga","2005",1.75,3,1.25,"Americas","Big5"
"1397","Claudio Maldonado","Defensive Midfield",26,"Cruzeiro","Serie A","Santos FC","Serie A","2005",1.5,3,1.5,"Big5","Big5"
"1398","Carlos Vela","Right Winger",16,"Chivas","Liga MX","Arsenal","Premier League","2005",1,3,2,"Americas","Big5"
"1399","Alessandro Gamberini","Centre-Back",23,"Bologna","Serie B","Fiorentina","Serie A","2005",0.3,3,2.7,"Big5 B","Big5"
"1406","Mikel Arteta","Central Midfield",23,"Real Sociedad","LaLiga","Everton","Premier League","2005",8,2.8,-5.2,"Big5","Big5"
"1407","Emanuel Pogatetz","Centre-Back",22,"Bay. Leverkusen","Bundesliga","Middlesbrough","Premier League","2005",3,2.71,-0.29,"Big5","Big5"
"1408","Jon Stead","Centre-Forward",22,"Blackburn","Premier League","Sunderland","Premier League","2005",3,2.7,-0.3,"Big5","Big5"
"1409","Julio dos Santos","Central Midfield",22,"Cerro Porte?o"," Paraguay","Bayern Munich ","Bundesliga","2005",2,2.7,0.7,"Americas","Big5"
"1410","Yaya Touré","Central Midfield",22,"Metalurh D.","Ukranian Premier Liga","Olympiacos","Greece Super League","2005",2,2.7,0.7,"Europe","Europe"
"1412","Ade Akinbiyi","Centre-Forward",31,"Burnley","Championship","Sheffield Utd.","Championship","2005",2.75,2.63,-0.12,"Big5 B","Big5 B"
"1413","Kléberson","Central Midfield",26,"Man Utd","Premier League","Besiktas","Süper Lig","2005",5.5,2.6,-2.9,"Big5","Europe"
"1414","Enzo Maresca","Central Midfield",25,"Juventus","Serie A","Sevilla FC","LaLiga","2005",7.5,2.5,-5,"Big5","Big5"
"1415","Fran?a","Centre-Forward",29,"Bay. Leverkusen","Bundesliga","Kashiwa Reysol","J1 League","2005",5,2.5,-2.5,"Big5","Asia Africa"
"1416","Luis Jiménez","Attacking Midfield",21,"Ternana","Serie B","Fiorentina","Serie A","2005",4,2.5,-1.5,"Big5 B","Big5"
"1417","Shinji Ono","Attacking Midfield",26,"Feyenoord","Eredivisie","Urawa Reds","J1 League","2005",3.75,2.5,-1.25,"Europe","Asia Africa"
"1418","Wesley Sonck","Centre-Forward",26,"AFC Ajax","Eredivisie","Bor. M'gladbach","Bundesliga","2005",3.5,2.5,-1,"Europe","Big5"
"1419","Thimothée Atouba","Left-Back",23,"Spurs","Premier League","Hamburger SV","Bundesliga","2005",3,2.5,-0.5,"Big5","Big5"
"1420","Nicolás Frutos","Centre-Forward",24,"Independiente","Primera División","RSC Anderlecht","Jupiler Pro League","2005",3,2.5,-0.5,"Americas","Europe"
"1421","Lukas Zelenka","Attacking Midfield",26,"Sparta Praha","HET Liga","Manisaspor","Süper Lig","2005",2.5,2.5,0,"Europe","Europe"
"1422","Nuno Espírito Santo","Goalkeeper",31,"FC Porto","Liga NOS","Dinamo Moscow","Russian Premier Liga","2005",2.5,2.5,0,"Europe","Europe"
"1423","Takayuki Suzuki","Centre-Forward",29,"Kashima Antlers","J1 League","Red Star","SuperLiga","2005",2.5,2.5,0,"Asia Africa","Europe"
"1424","Bakari Koné","Right Winger",23,"FC Lorient","Ligue 2","OGC Nice","Ligue 1","2005",2.25,2.5,0.25,"Big5 B","Big5"
"1425","Luciano Galletti","Right Winger",25,"Real Zaragoza","LaLiga","Atlético Madrid","LaLiga","2005",2,2.5,0.5,"Big5","Big5"
"1426","Nunes","Centre-Back",28,"Braga","Liga NOS","RCD Mallorca","LaLiga","2005",1.5,2.5,1,"Europe","Big5"
"1427","Mark González","Left Winger",20,"Albacete","LaLiga2","Liverpool","Premier League","2005",1.5,2.5,1,"Big5 B","Big5"
"1428","Ron Vlaar","Centre-Back",20,"AZ Alkmaar","Eredivisie","Feyenoord","Eredivisie","2005",1.5,2.5,1,"Europe","Europe"
"1429","Morten Skoubo","Centre-Forward",25,"Br?ndby IF","Superligaen","Real Sociedad","LaLiga","2005",1.25,2.5,1.25,"Europe","Big5"
"1430","Jorge Luís","Left-Back",29,"Braga","Liga NOS","Dinamo Moscow","Russian Premier Liga","2005",1,2.5,1.5,"Europe","Europe"
"1431","Bostjan Cesar","Centre-Back",22,"Dinamo Zagreb","1.HNL","Marseille","Ligue 1","2005",1,2.5,1.5,"Europe","Big5"
"1432","Quincy Owusu-Abeyie","Left Winger",19,"Arsenal","Premier League","Spartak Moscow","Russian Premier Liga","2005",0.75,2.5,1.75,"Big5","Europe"
"1435","Federico Insúa","Attacking Midfield",25,"Independiente","Primera División","Boca Juniors","Primera División","2005",4.5,2.48,-2.02,"Americas","Americas"
"1436","Naldo","Centre-Back",22,"Juventude","Serie A","Werder Bremen","Bundesliga","2005",2.75,2.4,-0.35,"Big5","Big5"
"1437","Garry O'Connor","Centre-Forward",22,"Hibernian FC","Premiership","Loko Moscow","Russian Premier Liga","2005",2,2.4,0.4,"Europe","Europe"
"1439","Lisandro López","Centre-Forward",22,"Racing Club","Primera División","FC Porto","Liga NOS","2005",5.5,2.3,-3.2,"Americas","Europe"
"1440","Michael Brown","Central Midfield",28,"Spurs","Premier League","Fulham","Premier League","2005",3,2.3,-0.7,"Big5","Big5"
"1442","Nolberto Solano","Right Midfield",31,"Aston Villa","Premier League","Newcastle","Premier League","2005",5,2.25,-2.75,"Big5","Big5"
"1443","Paul Konchesky","Left-Back",24,"Charlton","Premier League","West Ham","Premier League","2005",3.5,2.25,-1.25,"Big5","Big5"
"1444","Diomansy Kamara","Right Winger",24,"Modena","Serie B","West Brom","Premier League","2005",2.5,2.25,-0.25,"Big5 B","Big5"
"1445","Darren Carter","Central Midfield",21,"Birmingham","Premier League","West Brom","Premier League","2005",2.25,2.25,0,"Big5","Big5"
"1446","Marek Heinz","Centre-Forward",28,"Bor. M'gladbach","Bundesliga","Galatasaray","Süper Lig","2005",1.5,2.25,0.75,"Big5","Europe"
"1447","Damien Francis","Central Midfield",26,"Norwich","Championship","Wigan","Premier League","2005",0.55,2.25,1.7,"Big5 B","Big5"
"1448","John Welsh","Central Midfield",21,"Liverpool","Premier League","Hull City","Championship","2005",0.25,2.25,2,"Big5","Big5 B"
"1449","Gustavo Nery","Left-Back",27,"Werder Bremen","Bundesliga","Corinthians","Serie A","2005",2.5,2.2,-0.3,"Big5","Big5"
"1451","Ivica Dragutinovic","Centre-Back",29,"Standard Liège","Jupiler Pro League","Sevilla FC","LaLiga","2005",2.5,2.1,-0.4,"Europe","Big5"
"1452","Santiago Solari","Left Midfield",28,"Real Madrid","LaLiga","Inter","Serie A","2005",7,2,-5,"Big5","Big5"
"1453","Nuno Valente","Left-Back",30,"FC Porto","Liga NOS","Everton","Premier League","2005",5,2,-3,"Europe","Big5"
