"","Position","Age","Team_from","Team_to","Season","Market_value","Transfer_fee","Price_diff"
"1541","Centre-Forward",27,"Atlético Madrid","Fenerbahce","2006",12.5,7,-5.5
"1542","Attacking Midfield",25,"Rubin Kazan","Zenit S-Pb","2006",7,7,0
"1543","Defensive Midfield",22,"FC Nantes","Olympique Lyon","2006",7,7,0
"1544","Right-Back",24,"Monaco","Inter","2006",7,6.8,-0.2
"1545","Left Midfield",29,"Fulham","West Ham","2006",3.5,6.8,3.3
"1546","Centre-Forward",23,"AS Roma","Spurs","2006",10.5,6.75,-3.75
"1547","Centre-Back",23,"Wolves","Everton","2006",8,6.5,-1.5
"1548","Left-Back",18,"Fluminense","Real Madrid","2006",6.5,6.5,0
"1549","Centre-Forward",22,"1.FC Nuremberg","Bay. Leverkusen","2006",5,6.5,1.5
"1550","Right Winger",22,"Bor. Dortmund","Real Betis","2006",4.5,6.5,2
"1551","Centre-Forward",22,"US Palermo","Lazio","2006",4,6.3,2.3
"1552","Defensive Midfield",25,"Lens","Olympique Lyon","2006",5,6.25,1.25
"1553","Defensive Midfield",31,"Dinamo Moscow","Atlético Madrid","2006",15,6,-9
"1554","Defensive Midfield",29,"FC Barcelona","Bayern Munich ","2006",12,6,-6
"1555","Centre-Forward",25,"Red Star","Racing","2006",8,6,-2
"1556","Right-Back",25,"Dinamo Moscow","Atlético Madrid","2006",8,6,-2
"1557","Attacking Midfield",21,"FC Porto","Werder Bremen","2006",8,6,-2
"1558","Centre-Back",26,"AZ Alkmaar","Hamburger SV","2006",6,6,0
"1559","Centre-Forward",25,"FC Sochaux","Saint-étienne","2006",5,6,1
"1560","Left-Back",24,"FC Barcelona","RCD Mallorca","2006",2.5,6,3.5
"1561","Left Winger",23,"Coventry City","Birmingham","2006",1.25,6,4.75
"1562","Defensive Midfield",21,"R. Strasbourg","Lens","2006",1,6,5
"1564","Goalkeeper",26,"Parma","Fiorentina","2006",15,5.75,-9.25
"1565","Centre-Back",25,"Cruzeiro","Fenerbahce","2006",1.5,5.7,4.2
"1567","Central Midfield",23,"Olympiacos","Monaco","2006",8,5.5,-2.5
"1568","Left-Back",28,"US Palermo","Inter","2006",7,5.5,-1.5
"1569","Second Striker",28,"Toulouse","Stade Rennais","2006",7,5.5,-1.5
"1570","Second Striker",24,"US Palermo","Fiorentina","2006",6.5,5.5,-1
"1571","Central Midfield",26,"Parma","US Palermo","2006",6,5.5,-0.5
"1572","Attacking Midfield",23,"FC Basel","Besiktas","2006",6,5.5,-0.5
"1573","Centre-Back",27,"FC Sochaux","Charlton","2006",4,5.4,1.4
"1574","Central Midfield",23,"Lecce","Lazio","2006",9,5.3,-3.7
"1575","Centre-Forward",27,"Parma","Sampdoria","2006",5,5.25,0.25
"1576","Centre-Forward",30,"Liverpool","Valencia CF","2006",10,5,-5
"1577","Centre-Forward",24,"Zenit S-Pb","Sevilla FC","2006",7.5,5,-2.5
"1578","Centre-Forward",27,"Genoa","Real Zaragoza","2006",6,5,-1
"1579","Defensive Midfield",25,"Olympique Lyon","AJ Auxerre","2006",6,5,-1
"1580","Centre-Back",34,"Juventus","FC Barcelona","2006",5,5,0
"1581","Attacking Midfield",17,"Portuguesa","Loko Moscow","2006",5,5,0
"1582","Centre-Forward",26,"Olympique Lyon","Paris SG","2006",4.5,5,0.5
"1583","Centre-Back",28,"Benfica","Spurs","2006",3.6,5,1.4
"1584","Centre-Forward",25,"Br?ndby IF","Toulouse","2006",3.5,5,1.5
"1585","Left-Back",22,"Lens","Spurs","2006",2.8,5,2.2
"1586","Centre-Forward",23,"Tom Tomsk","Zenit S-Pb","2006",2.5,5,2.5
"1587","Central Midfield",18,"Willem II","AZ Alkmaar","2006",1.75,5,3.25
"1590","Centre-Forward",27,"PSV Eindhoven","Celtic","2006",8.5,4.9,-3.6
"1591","Centre-Back",21,"Hannover 96","Werder Bremen","2006",10,4.7,-5.3
"1592","Centre-Forward",22,"Werder Bremen","Bor. Dortmund","2006",5,4.7,-0.3
"1593","Centre-Forward",25,"Getafe CF","Dep. La Coru?a","2006",6,4.64,-1.36
"1594","Centre-Back",25,"Monaco","Olympique Lyon","2006",7.5,4.5,-3
"1595","Left Midfield",26,"Lens","Stade Rennais","2006",6.5,4.5,-2
"1596","Centre-Back",22,"Atlético-PR","Le Mans","2006",6,4.5,-1.5
"1597","Attacking Midfield",22,"Hajduk Split","Portsmouth","2006",5,4.5,-0.5
"1598","Centre-Forward",25,"Malm? FF","Heerenveen","2006",4.5,4.5,0
"1599","Left-Back",27,"Middlesbrough","Fulham","2006",4.5,4.5,0
"1600","Defensive Midfield",29,"AC Milan","Real Betis","2006",4.5,4.5,0
"1601","Attacking Midfield",26,"Boca Juniors","Bor. M'gladbach","2006",4.5,4.5,0
"1602","Centre-Back",25,"Crystal Palace","Wigan","2006",4.5,4.5,0
"1603","Centre-Forward",26,"Sporting CP","Fenerbahce","2006",3.5,4.5,1
"1604","Attacking Midfield",19,"Stade Rennais","AC Milan","2006",3.5,4.5,1
"1605","Centre-Back",22,"Colchester Utd.","Reading","2006",0.4,4.5,4.1
"1607","Centre-Forward",19,"Cardiff","Birmingham","2006",5,4.45,-0.55
"1608","Central Midfield",30,"AZ Alkmaar","Wigan","2006",7,4.4,-2.6
"1609","Left Midfield",23,"Spurs","Charlton","2006",5.7,4.2,-1.5
"1610","Centre-Back",24,"Spurs","West Ham","2006",1.5,4.2,2.7
"1612","Centre-Forward",26,"Stade Rennais","Bor. Dortmund","2006",10,4.1,-5.9
"1613","Central Midfield",28,"US Palermo","Torino","2006",6,4.1,-1.9
"1614","Centre-Back",23,"Red Star","Lens","2006",1,4.1,3.1
"1615","Centre-Forward",28,"Wigan","Blackburn","2006",3.85,4.08,0.23
"1616","Left Winger",20,"Feyenoord","Chelsea","2006",8.5,4,-4.5
"1617","Centre-Forward",27,"Valencia CF","Atlético Madrid","2006",8.28,4,-4.28
"1618","Centre-Back",26,"Newcastle","Juventus","2006",7.5,4,-3.5
"1619","Centre-Forward",27,"Marseille","Paris SG","2006",5,4,-1
"1620","Centre-Forward",24,"LOSC Lille","OGC Nice","2006",5,4,-1
"1621","Left-Back",29,"Getafe CF","Atlético Madrid","2006",4.5,4,-0.5
"1622","Right-Back",24,"VfB Stuttgart","Sevilla FC","2006",4,4,0
"1623","Central Midfield",25,"Le Mans","AJ Auxerre","2006",4,4,0
"1624","Attacking Midfield",21,"KAA Gent","RSC Anderlecht","2006",4,4,0
"1625","Left-Back",18,"Manisaspor","CSKA Moscow","2006",4,4,0
"1626","Central Midfield",24,"KRC Genk","Club Brugge","2006",3.75,4,0.25
"1627","Centre-Forward",24,"Santos Laguna","América","2006",2,4,2
"1628","Attacking Midfield",24,"Alavés","Celta de Vigo","2006",0.6,4,3.4
"1631","Right-Back",24,"Dep. La Coru?a","Liverpool","2006",1.3,3.9,2.6
"1632","Centre-Forward",23,"1.FC K'lautern","Hamburger SV","2006",4,3.8,-0.2
"1633","Centre-Forward",27,"Benfica","Tigres UANL","2006",2.5,3.8,1.3
"1634","Left-Back",26,"Treviso","Fiorentina","2006",2.2,3.8,1.6
"1635","Centre-Back",22,"Leeds","Sheffield Utd.","2006",0.1,3.8,3.7
"1637","Centre-Back",24,"Sheff Wed","Charlton","2006",0.1,3.79,3.69
"1638","Central Midfield",27,"Wigan","Fulham","2006",4.5,3.75,-0.75
"1639","Attacking Midfield",30,"Corinthians","Besiktas","2006",3,3.75,0.75
"1640","Centre-Forward",29,"Blackburn","Crystal Palace","2006",1.75,3.75,2
"1641","Centre-Forward",28,"FC Porto","Blackburn","2006",6,3.7,-2.3
"1642","Centre-Back",24,"Dynamo Kyiv","Loko Moscow","2006",2.5,3.7,1.2
"1643","Central Midfield",24,"River Plate","VfL Wolfsburg","2006",4.5,3.6,-0.9
"1644","Attacking Midfield",22,"RCD Mallorca","Al Arabi","2006",1.75,3.6,1.85
"1645","Defensive Midfield",27,"AEK Athens","Benfica","2006",7,3.5,-3.5
"1646","Centre-Back",28,"Chelsea","Celtic","2006",6.5,3.5,-3
"1647","Centre-Back",20,"SM Caen","Marseille","2006",3.75,3.5,-0.25
"1648","Central Midfield",25,"Brescia","US Palermo","2006",3.7,3.5,-0.2
"1649","Second Striker",19,"FC Sochaux","Monaco","2006",3.5,3.5,0
"1650","Attacking Midfield",26,"Udinese Calcio","Lazio","2006",3,3.5,0.5
"1651","Right-Back",26,"CD Cruz Azul","VfB Stuttgart","2006",3,3.5,0.5
"1652","Centre-Forward",26,"CD Cruz Azul","Benfica","2006",2.5,3.5,1
"1653","Central Midfield",26,"Getafe CF","Real Sociedad","2006",1.5,3.5,2
"1654","Centre-Back",22,"FC Groningen","AZ Alkmaar","2006",0.75,3.5,2.75
"1655","Centre-Back",27,"Preston NE","Sheffield Utd.","2006",0.3,3.5,3.2
"1659","Centre-Forward",26,"Leeds","Sheffield Utd.","2006",1.75,3.45,1.7
"1660","Right Winger",26,"RSC Anderlecht","FC Nantes","2006",7,3.3,-3.7
"1661","Centre-Back",25,"Parma","AC Milan","2006",6,3.3,-2.7
"1662","Centre-Forward",23,"Rapid Bucharest","AJ Auxerre","2006",3.3,3.3,0
"1663","Centre-Back",30,"Bolton","Birmingham","2006",2,3.25,1.25
"1664","Right Winger",18,"Bristol City","Wigan","2006",0.4,3.2,2.8
"1666","Attacking Midfield",23,"AC Milan","Lazio","2006",2.5,3.15,0.65
"1667","Attacking Midfield",32,"Werder Bremen","G. Bordeaux","2006",8.5,3,-5.5
"1668","Central Midfield",26,"Fulham","Spurs","2006",8.2,3,-5.2
"1669","Centre-Back",29,"Lecce","AS Roma","2006",6,3,-3
"1670","Goalkeeper",24,"Stade Rennais","Man City","2006",6,3,-3
"1671","Centre-Back",33,"AC Milan","AFC Ajax","2006",5.5,3,-2.5
"1672","Left-Back",30,"Villarreal CF","Hamburger SV","2006",5.5,3,-2.5
"1673","Right-Back",25,"Liverpool","PSV Eindhoven","2006",5,3,-2
"1674","Right Winger",22,"Red Star","RCD Mallorca","2006",5,3,-2
"1675","Goalkeeper",26,"Norwich","West Ham","2006",5,3,-2
"1676","Attacking Midfield",22,"Fiorentina","Ternana","2006",5,3,-2
"1677","Centre-Forward",24,"AFC Ajax","Werder Bremen","2006",4.5,3,-1.5
"1678","Centre-Forward",30,"Valencia CF","Man City","2006",4,3,-1
"1679","Defensive Midfield",20,"Independiente","RSC Anderlecht","2006",4,3,-1
"1680","Centre-Forward",25,"River Plate","Genoa","2006",3.75,3,-0.75
"1681","Defensive Midfield",30,"Real Madrid","Celtic","2006",3.5,3,-0.5
"1682","Centre-Forward",29,"Siena","Chievo Verona","2006",3.25,3,-0.25
"1683","Centre-Forward",22,"Chelsea","West Ham","2006",3,3,0
"1684","Goalkeeper",26,"Reggina","Loko Moscow","2006",3,3,0
"1685","Right Winger",23,"R. Strasbourg","Paris SG","2006",3,3,0
"1686","Centre-Back",26,"Udinese Calcio","Lazio","2006",3,3,0
"1687","Attacking Midfield",23,"Vélez Sarsfield","Monterrey","2006",3,3,0
"1688","Central Midfield",24,"Le Mans","Saint-étienne","2006",3,3,0
"1689","Attacking Midfield",20,"Real Madrid","Atlético Madrid","2006",3,3,0
"1690","Defensive Midfield",29,"Newcastle","Charlton","2006",2.5,3,0.5
"1691","Centre-Back",32,"PSV Eindhoven","Blackburn","2006",2.5,3,0.5
"1692","Centre-Back",28,"Lens","Bolton","2006",2.4,3,0.6
"1693","Left-Back",23,"R. Strasbourg","VfB Stuttgart","2006",2.35,3,0.65
"1694","Defensive Midfield",25,"Red Star","Lens","2006",2,3,1
"1695","Centre-Back",32,"Arsenal","Villarreal CF","2006",1.4,3,1.6
"1696","Second Striker",23,"Revolution","Fulham","2006",1,3,2
"1697","Right Winger",21,"San Lorenzo","FK Moskau","2006",1,3,2
"1698","Left Midfield",22,"Atlético-PR","LOSC Lille","2006",1,3,2
"1699","Centre-Forward",22,"?rgryte","FC Copenhagen","2006",1,3,2
"1700","Right-Back",24,"Fiorentina","Sampdoria","2006",0.8,3,2.2
"1701","Central Midfield",19,"FC Basel","Fiorentina","2006",0.8,3,2.2
"1702","Centre-Forward",24,"Gimnasia","Monaco","2006",0.45,3,2.55
"1703","Central Midfield",22,"Hibernian FC","Rangers","2006",0.45,3,2.55
"1704","Right-Back",26,"FCS Bucharest","AFC Ajax","2006",0.3,3,2.7
"1705","Centre-Forward",18,"Arsenal U23","Sunderland","2006",0.1,3,2.9
"1706","Left Winger",17,"Cobreloa","Udinese Calcio","2006",0.05,3,2.95
"1712","Central Midfield",28,"Internacional","Bor. Dortmund","2006",3,2.9,-0.1
"1713","Second Striker",25,"Werder Bremen","1.FSV Mainz 05","2006",3,2.8,-0.2
"1714","Centre-Back",26,"Liverpool","Charlton","2006",2.5,2.8,0.3
"1715","Centre-Back",22,"R. Strasbourg","Bay. Leverkusen","2006",4,2.78,-1.22
"1716","Attacking Midfield",31,"Trabzonspor","VfL Wolfsburg","2006",10,2.75,-7.25
"1717","Centre-Back",23,"Red Star","Udinese Calcio","2006",3,2.7,-0.3
"1718","Centre-Back",20,"CA Banfield","Liverpool","2006",3,2.7,-0.3
"1719","Left Winger",21,"Helsingborg","Sheffield Utd.","2006",1.3,2.7,1.4
"1720","Defensive Midfield",25,"JEF Utd. Chiba","Urawa Reds","2006",0.4,2.7,2.3
"1721","Centre-Forward",25,"América","Santos Laguna","2006",2,2.65,0.65
"1722","Centre-Forward",27,"Red Star","Hertha BSC","2006",3.8,2.6,-1.2
"1723","Central Midfield",23,"Sheriff","Loko Moscow","2006",0.325,2.6,2.275
"1724","Attacking Midfield",31,"Hertha BSC","Trabzonspor","2006",10,2.5,-7.5
"1725","Defensive Midfield",23,"Paris SG","Marseille","2006",5,2.5,-2.5
"1726","Left Midfield",29,"Everton","Wigan","2006",4.5,2.5,-2
"1727","Centre-Forward",26,"AFC Ajax","Feyenoord","2006",4,2.5,-1.5
"1728","Centre-Forward",26,"AJ Auxerre","FC Nantes","2006",4,2.5,-1.5
"1729","Centre-Forward",23,"Atlético Madrid","Liverpool","2007",30,38,8
"1730","Right Winger",23,"Chelsea","Real Madrid","2007",22.8,35,12.2
"1731","Central Midfield",19,"FC Porto","Man Utd","2007",25,31.5,6.5
"1732","Centre-Back",24,"FC Porto","Real Madrid","2007",30,30,0
"1733","Left Winger",24,"Marseille","Bayern Munich ","2007",23,30,7
"1734","Attacking Midfield",23,"AFC Ajax","Real Madrid","2007",16,27,11
"1735","Left Winger",20,"Sporting CP","Man Utd","2007",25,25.5,0.5
"1736","Defensive Midfield",26,"Bayern Munich ","Man Utd","2007",25,25,0
"1737","Centre-Forward",23,"Charlton","Spurs","2007",7.5,24.75,17.25
"1738","Centre-Forward",29,"Arsenal","FC Barcelona","2007",45,24,-21
"1739","Centre-Forward",17,"Internacional","AC Milan","2007",4,24,20
"1740","Second Striker",28,"Villarreal CF","Atlético Madrid","2007",9,21,12
"1741","Left Winger",27,"Benfica","Atlético Madrid","2007",15,20,5
"1742","Centre-Back",26,"Real Zaragoza","FC Barcelona","2007",14,20,6
"1743","Second Striker",23,"Lecce","AS Roma","2007",9,19.5,10.5
"1744","Central Midfield",27,"Olympique Lyon","Chelsea","2007",21,19,-2
"1745","Centre-Forward",28,"Bolton","Chelsea","2007",20,18,-2
"1746","Central Midfield",19,"Boca Juniors","Valencia CF","2007",15,18,3
"1747","Central Midfield",21,"Benfica","Valencia CF","2007",8.5,18,9.5
"1748","Left Winger",20,"AFC Ajax","Liverpool","2007",8,17.25,9.25
"1749","Centre-Forward",26,"Heerenveen","Middlesbrough","2007",13,17,4
"1750","Right Winger",25,"LOSC Lille","Olympique Lyon","2007",18,16.8,-1.2
"1751","Centre-Forward",24,"Middlesbrough","Everton","2007",12,16.5,4.5
"1752","Centre-Back",26,"AS Roma","Inter","2007",15,16,1
"1753","Centre-Forward",29,"Werder Bremen","Bayern Munich ","2007",23,15,-8
"1754","Left-Back",27,"Olympique Lyon","FC Barcelona","2007",13.5,15,1.5
"1755","Second Striker",20,"Vélez Sarsfield","Al Sadd","2007",7.5,15,7.5
"1756","Right Winger",23,"Olympiacos","Shakhtar D.","2007",3,15,12
"1757","Right Winger",17,"Southampton","Spurs","2007",7.5,14.7,7.2
"1758","Defensive Midfield",27,"Shakhtar D.","Real Zaragoza","2007",14,14.5,0.5
"1759","Left Midfield",20,"Feyenoord","Real Madrid","2007",13,14,1
"1760","Right Winger",19,"Corinthians","Shakhtar D.","2007",11,14,3
"1761","Centre-Forward",26,"Racing","Valencia CF","2007",10,14,4
"1762","Left-Back",21,"Bor. M'gladbach","Bayern Munich ","2007",10,14,4
"1763","Centre-Forward",24,"Dinamo Zagreb","Arsenal","2007",7.65,13.5,5.85
"1764","Central Midfield",26,"Olympique Lyon","Juventus","2007",15,13,-2
"1765","Centre-Forward",27,"Cagliari Calcio","Inter","2007",13,13,0
"1766","Attacking Midfield",20,"CA Osasuna","Atlético Madrid","2007",12,13,1
"1767","Centre-Forward",24,"Reggina","Man City","2007",8.5,13,4.5
"1768","Right-Back",23,"Rangers","Spurs","2007",8,13,5
"1769","Centre-Back",21,"Dinamo Zagreb","Man City","2007",4.1,13,8.9
"1770","Defensive Midfield",23,"West Ham","Aston Villa","2007",4.3,12.5,8.2
"1771","Right Winger",23,"Arsenal","Atlético Madrid","2007",16.7,12,-4.7
"1772","Attacking Midfield",29,"Villarreal CF","Boca Juniors","2007",16,12,-4
"1773","Centre-Back",29,"Man Utd","Real Madrid","2007",13,12,-1
"1774","Centre-Back",18,"S?o Paulo","Bayern Munich ","2007",12,12,0
"1775","Centre-Back",23,"Loko Moscow","Chelsea","2007",12,12,0
"1776","Right Midfield",28,"Newcastle","West Ham","2007",9.2,12,2.8
"1777","Centre-Forward",23,"PSV Eindhoven","Sevilla FC","2007",8.5,12,3.5
"1778","Attacking Midfield",26,"Shakhtar D.","Man City","2007",7.75,12,4.25
"1779","Centre-Back",21,"AJ Auxerre","Spurs","2007",7.5,12,4.5
"1780","Centre-Forward",23,"Dep. La Coru?a","Valencia CF","2007",6,12,6
"1781","Centre-Forward",24,"Newell's","Benfica","2007",9,11.67,2.67
"1782","Centre-Forward",27,"Udinese Calcio","Juventus","2007",12,11.3,-0.699999999999999
"1783","Left Winger",28,"Liverpool","West Ham","2007",12,11.25,-0.75
"1784","Centre-Forward",30,"Fiorentina","Bayern Munich ","2007",28.5,11,-17.5
"1785","Defensive Midfield",23,"Liverpool","Juventus","2007",9,11,2
"1786","Goalkeeper",24,"Heart of Midl.","Sunderland","2007",1.75,10.82,9.07
"1787","Centre-Back",28,"Middlesbrough","Spurs","2007",7.5,10.8,3.3
"1788","Central Midfield",22,"Udinese Calcio","Portsmouth","2007",7,10.51,3.51
"1789","Centre-Back",29,"Dep. La Coru?a","Juventus","2007",12.5,10,-2.5
"1790","Centre-Back",23,"Zenit S-Pb","Liverpool","2007",8.5,10,1.5
"1791","Centre-Forward",20,"Man Utd","Villarreal CF","2007",6.5,10,3.5
"1792","Right Winger",26,"LOSC Lille","Loko Moscow","2007",6,10,4
"1793","Defensive Midfield",20,"Grêmio","Liverpool","2007",6,10,4
"1794","Left Winger",25,"Stade Rennais","Portsmouth","2007",5.5,10,4.5
"1796","Central Midfield",26,"Newcastle","West Ham","2007",12,9.7,-2.3
"1797","Centre-Back",27,"Real Madrid","Middlesbrough","2007",11,9.6,-1.4
"1798","Centre-Forward",25,"Spurs","Portsmouth","2007",11.5,9.3,-2.2
"1799","Defensive Midfield",24,"G. Bordeaux","West Ham","2007",10.5,9.15,-1.35
"1800","Right-Back",27,"Real Madrid","AS Roma","2007",15,9,-6
"1801","Centre-Forward",25,"Liverpool","Marseille","2007",13.5,9,-4.5
"1802","Central Midfield",26,"FC Empoli","Juventus","2007",11,9,-2
"1803","Central Midfield",24,"Monaco","FC Barcelona","2007",11,9,-2
"1804","Attacking Midfield",22,"Estudiantes","Bayern Munich ","2007",10,9,-1
"1805","Right-Back",24,"AJ Auxerre","Arsenal","2007",6,9,3
"1806","Central Midfield",26,"Man Utd","Newcastle","2007",5.4,9,3.6
"1807","Right Winger",26,"West Brom","Fulham","2007",3,9,6
"1808","Centre-Forward",22,"Preston NE","Portsmouth","2007",2.5,9,6.5
"1809","Centre-Forward",22,"Southampton","Sunderland","2007",1.6,9,7.4
"1810","Centre-Forward",24,"Spurs","Middlesbrough","2007",5.9,8.8,2.9
"1811","Left-Back",29,"Inter","Olympique Lyon","2007",8.5,8.7,0.199999999999999
"1812","Left Winger",28,"Trabzonspor","Rubin Kazan","2007",7.5,8.7,1.2
"1813","Left-Back",21,"Villarreal CF","Newcastle","2007",0.8,8.7,7.9
"1814","Central Midfield",24,"Man City","Newcastle","2007",7.4,8.6,1.2
"1815","Left-Back",22,"Man Utd","Sunderland","2007",5,8.2,3.2
"1816","Centre-Forward",21,"Fiorentina","Man City","2007",9.75,8,-1.75
"1817","Centre-Forward",25,"Sevilla FC","Dinamo Moscow","2007",8,8,0
"1818","Defensive Midfield",23,"G. Bordeaux","Villarreal CF","2007",7.5,8,0.5
"1819","Attacking Midfield",24,"FC Sochaux","Marseille","2007",5.5,8,2.5
"1820","Right Winger",23,"RCD Mallorca","US Palermo","2007",5,8,3
"1821","Left Winger",29,"Newcastle","AFC Ajax","2007",4.8,8,3.2
"1825","Centre-Forward",31,"AS Livorno","Shakhtar D.","2007",11.5,7.91,-3.59
"1826","Central Midfield",20,"Hertha BSC","Spurs","2007",4,7.9,3.9
"1827","Attacking Midfield",22,"Fluminense","Werder Bremen","2007",7.5,7.8,0.3
"1828","Left-Back",22,"Wigan","Everton","2007",7.5,7.5,0
"1829","Centre-Forward",23,"RSC Anderlecht","Racing","2007",5.5,7.5,2
"1830","Centre-Forward",28,"Le Mans","VfL Wolfsburg","2007",4.5,7.5,3
"1831","Central Midfield",24,"Portsmouth","Middlesbrough","2007",3.75,7.5,3.75
"1832","Second Striker",24,"Everton","Birmingham","2007",3,7.5,4.5
"1833","Centre-Back",24,"River Plate","Inter","2007",2.5,7.5,5
"1834","Centre-Forward",23,"Cardiff","Sunderland","2007",1.25,7.5,6.25
"1835","Left-Back",20,"Genoa","Juventus","2007",1,7.5,6.5
"1836","Centre-Forward",20,"FC Groningen","AFC Ajax","2007",1,7.5,6.5
"1837","Attacking Midfield",24,"River Plate","Olympiacos","2007",8.5,7.4,-1.1
"1838","Defensive Midfield",25,"Olympique Lyon","G. Bordeaux","2007",6.5,7.4,0.9
"1839","Centre-Forward",24,"Sampdoria","Udinese Calcio","2007",10.5,7.3,-3.2
"1840","Right Winger",27,"West Ham","Liverpool","2007",4.5,7.3,2.8
"1841","Left Winger",28,"Atlético Madrid","Man City","2007",10,7,-3
"1842","Defensive Midfield",22,"Arsenal","Portsmouth","2007",7,7,0
"1843","Centre-Forward",21,"Shakhtar D.","VfB Stuttgart","2007",5,7,2
"1844","Centre-Forward",19,"FC Basel","Man City","2007",5,7,2
"1845","Centre-Forward",26,"Sampdoria","Brescia","2007",4.4,7,2.6
"1846","Left Winger",29,"Stade Rennais","Al Sadd","2007",3.5,7,3.5
"1847","Goalkeeper",25,"Real Madrid","Villarreal CF","2007",2.75,7,4.25
"1848","Central Midfield",20,"Atlas","Dep. La Coru?a","2007",0.6,7,6.4
"1850","Centre-Forward",28,"AZ Alkmaar","PSV Eindhoven","2007",5.5,6.9,1.4
"1851","Attacking Midfield",27,"West Brom","Wigan","2007",2,6.9,4.9
"1852","Centre-Back",24,"LOSC Lille","Olympique Lyon","2007",10,6.8,-3.2
"1853","Centre-Forward",25,"Estudiantes","Real Betis","2007",6,6.8,0.8
"1854","Central Midfield",22,"Hibernian FC","Celtic","2007",6.6,6.6,0
"1855","Second Striker",25,"1.FSV Mainz 05","Hamburger SV","2007",5,6.5,1.5
"1856","Right Midfield",24,"Brescia","SSC Napoli","2007",2,6.5,4.5
"1857","Centre-Back",28,"Bay. Leverkusen","AS Roma","2007",12,6.3,-5.7
"1858","Right Winger",26,"CD Cruz Azul","Olympique Lyon","2007",3,6.3,3.3
"1859","Centre-Back",21,"Getafe CF","Valencia CF","2007",10,6,-4
"1860","Right Winger",27,"Chievo Verona","Fiorentina","2007",9,6,-3
"1861","Centre-Forward",28,"Saint-étienne","Monaco","2007",8,6,-2
"1862","Central Midfield",19,"Arsenal","Birmingham","2007",6,6,0
"1863","Goalkeeper",21,"Independiente","Getafe CF","2007",6,6,0
"1864","Centre-Forward",28,"Valencia CF","AS Livorno","2007",5.75,6,0.25
"1865","Centre-Forward",29,"Everton","Sheffield Utd.","2007",5.7,6,0.3
"1866","Left Midfield",25,"Charlton","Sunderland","2007",4.75,6,1.25
"1867","Attacking Midfield",23,"Lens","G. Bordeaux","2007",4.5,6,1.5
"1868","Centre-Back",28,"Saint-étienne","Paris SG","2007",4.5,6,1.5
"1869","Centre-Forward",22,"Le Mans","Dynamo Kyiv","2007",4.5,6,1.5
"1870","Attacking Midfield",26,"Celta de Vigo","Monaco","2007",4,6,2
